CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5553360,02/09/2016 11:29:53 PM,,02/09/2016 11:29:53 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of HYDE ST and PACIFIC AVE,3,Nob Hill,"(37.795463562881, -122.418293512176)",Open311,
5553350,02/09/2016 11:25:04 PM,,02/09/2016 11:26:13 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"220 BUSH ST, SAN FRANCISCO, CA, 94104",3,Financial District,"(37.79122180317, -122.401253009869)",Voice In,
5553276,02/09/2016 09:56:37 PM,,02/09/2016 09:56:37 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"241 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.779274899308, -122.406352569553)",Open311,
5553179,02/09/2016 08:48:32 PM,,02/09/2016 08:48:32 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"2761 SCOTT ST, SAN FRANCISCO, CA, 94123",2,Pacific Heights,"(37.79539474126, -122.440344819975)",Web Self Service,
5553170,02/09/2016 08:45:44 PM,,02/09/2016 08:45:44 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of WASHINGTON ST and WEBSTER ST,2,Pacific Heights,"(37.791799522615, -122.432739438946)",Web Self Service,
5553162,02/09/2016 08:37:36 PM,,02/09/2016 08:37:36 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"943 HARRISON ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778170660149, -122.402683446298)",Open311,
5553154,02/09/2016 08:24:56 PM,,02/09/2016 08:24:56 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and CLEMENTINA ST,6,South of Market,"(37.7877175093053, -122.395007836409)",Open311,
5553117,02/09/2016 07:54:28 PM,,02/09/2016 07:54:28 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of MASONIC AVE and EUCLID AVE,2,Laurel Heights / Jordan Park,"(37.7850837365507, -122.447620029034)",Web Self Service,
5553083,02/09/2016 07:45:21 PM,,02/09/2016 07:46:01 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of 25TH AVE and CALIFORNIA ST,1,Outer Richmond,"(37.7838821828959, -122.485010935157)",Voice In,
5553069,02/09/2016 07:29:24 PM,,02/09/2016 07:30:44 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"172 CLARA ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.780115117125, -122.401826933565)",Voice In,
5553039,02/09/2016 07:06:16 PM,,02/09/2016 07:06:16 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of JOOST AVE and HAZELWOOD AVE,7,Westwood Highlands,"(37.7322372907532, -122.455048892747)",Web Self Service,
5553016,02/09/2016 06:51:36 PM,,02/09/2016 06:54:33 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"162 CLARA ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.780190639036, -122.401559746167)",Voice In,
5553010,02/09/2016 06:45:19 PM,,02/09/2016 06:45:20 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of LARKIN ST and OFARRELL ST,6,Tenderloin,"(37.785167113148, -122.417901555792)",Open311,
5552997,02/09/2016 06:35:55 PM,,02/09/2016 06:35:55 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2560 HYDE ST, SAN FRANCISCO, CA, 94109",2,Russian Hill,"(37.804619341748, -122.419982466011)",Open311,
5552465,02/09/2016 04:08:00 PM,,02/09/2016 04:08:01 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of MYRA WAY and LA BICA WAY,7,Miraloma Park,"(37.7406537219694, -122.452992856444)",Web Self Service,
5552452,02/09/2016 04:05:21 PM,,02/09/2016 04:05:21 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of GOLDEN GATE AVE and VAN NESS AVE,6,Cathedral Hill,"(37.7810307026118, -122.420439600402)",Open311,
5552006,02/09/2016 02:42:44 PM,,02/09/2016 02:42:44 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"370 VALDEZ AVE, SAN FRANCISCO, CA, 94127",7,Westwood Highlands,"(37.733461778847, -122.456846580918)",Web Self Service,
5551790,02/09/2016 02:06:11 PM,,02/09/2016 02:08:40 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"250 HAZELWOOD AVE, SAN FRANCISCO, CA, 94127",7,Westwood Highlands,"(37.732420702448, -122.454958055416)",Voice In,
5551678,02/09/2016 01:50:36 PM,,02/09/2016 01:50:36 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5551585,02/09/2016 01:33:48 PM,,02/09/2016 01:33:48 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"309 HAZELWOOD AVE, SAN FRANCISCO, CA, 94127",7,,"(37.733090701, -122.45566625)",Open311,
5551567,02/09/2016 01:30:02 PM,,02/09/2016 01:31:08 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of FRANKLIN ST and CALIFORNIA ST,2,Pacific Heights,"(37.7901603850089, -122.423975106087)",Voice In,
5551198,02/09/2016 12:30:18 PM,,02/09/2016 12:33:54 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"370 VALDEZ AVE, SAN FRANCISCO, CA, 94127",7,Westwood Highlands,"(37.733461778847, -122.456846580918)",Voice In,
5551005,02/09/2016 11:55:25 AM,,02/09/2016 11:56:41 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"833 JOOST AVE, SAN FRANCISCO, CA, 94127",7,Westwood Highlands,"(37.732305928051, -122.454217892672)",Voice In,
5549593,02/09/2016 07:05:13 AM,,02/09/2016 03:27:03 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"384 STRATFORD DR, SAN FRANCISCO, CA, 94132",7,Stonestown,"(37.718709011012, -122.472895104086)",Voice In,
5549248,02/08/2016 09:45:35 PM,,02/08/2016 09:45:35 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Not associated with a specific address,0,,,Web Self Service,
5549211,02/08/2016 09:12:28 PM,,02/08/2016 09:14:40 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of HAZELWOOD AVE and MANGELS AVE,7,Westwood Highlands,"(37.7329235379271, -122.455260636105)",Voice In,
5549147,02/08/2016 08:24:32 PM,,02/08/2016 08:24:32 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of DIAMOND HEIGHTS BLVD and DUNCAN ST,8,Diamond Heights,"(37.7452960778326, -122.440088129544)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b969f7df86815bc8365342/report.jpg
5549116,02/08/2016 08:01:14 PM,,02/08/2016 08:01:45 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of JACKSON ST and COLUMBUS AVE,3,Chinatown,"(37.7963019491983, -122.404412084402)",Voice In,
5548844,02/08/2016 06:12:53 PM,,02/08/2016 06:14:15 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of CROSSOVER DR and FULTON ST,1,Golden Gate Park,"(37.7725691389286, -122.484194342533)",Voice In,
5547473,02/08/2016 01:29:01 PM,,02/08/2016 01:29:50 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"304 BRIDGEVIEW DR, SAN FRANCISCO, CA, 94124",10,Silver Terrace,"(37.733182187606, -122.397866596211)",Voice In,
5546935,02/08/2016 11:49:32 AM,,02/08/2016 06:23:35 PM,Open,new,DPW - Bureau of Building Repair,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"330 9TH AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.782194542141, -122.467515064841)",Voice In,
5545741,02/08/2016 08:41:57 AM,,02/08/2016 08:41:57 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5545397,02/08/2016 06:59:52 AM,,02/08/2016 06:59:52 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"624 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",7,Sunnyside,"(37.731637214681, -122.449454454064)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b8ac50df8648dfdd122d4b/report.jpg
5545262,02/07/2016 11:24:35 PM,,02/07/2016 11:24:35 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"2344 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94118",1,Lone Mountain,"(37.777495378842, -122.449415498089)",Open311,
5545256,02/07/2016 11:20:26 PM,,02/07/2016 11:20:26 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of GOLDEN GATE AVE and KITTREDGE TER,1,Lone Mountain,"(37.7772044918615, -122.45045822374)",Open311,
5545253,02/07/2016 11:18:46 PM,,02/07/2016 11:18:46 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5545123,02/07/2016 09:10:39 PM,,02/08/2016 01:20:09 PM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"1966 32ND AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.750532628051, -122.49002390927)",Voice In,
5544482,02/07/2016 03:00:08 PM,,02/07/2016 03:00:09 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5543893,02/07/2016 11:24:54 AM,,02/07/2016 11:24:54 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on TrafficSignal Pole,Intersection of BRYANT ST and 4TH ST,6,South of Market,"(37.77956698623, -122.398060014029)",Web Self Service,
5543880,02/07/2016 11:19:51 AM,,02/07/2016 11:19:51 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"50 MAIN ST, SAN FRANCISCO, CA, 94105",6,Financial District,"(37.792440605897, -122.395759263251)",Web Self Service,
5543238,02/07/2016 12:28:09 AM,,02/07/2016 12:30:59 AM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Not associated with a specific address,0,,,Voice In,
5543169,02/06/2016 10:56:27 PM,,02/06/2016 10:56:27 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of HAZELWOOD AVE and MONTEREY BLVD,7,Westwood Park,"(37.7314648568433, -122.454915819329)",Web Self Service,
5543080,02/06/2016 08:42:47 PM,,02/06/2016 08:42:47 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"2385 30TH AVE, SAN FRANCISCO, CA, 94116",4,,"(37.742812648, -122.487634529)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b6cb37df8648dfdd121860/report.jpg
5543077,02/06/2016 08:39:09 PM,,02/06/2016 08:40:12 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of DIAMOND ST and DIAMOND HEIGHTS BLVD,8,Glen Park,"(37.7382878362001, -122.437398085622)",Voice In,
5542907,02/06/2016 06:30:19 PM,,02/09/2016 03:18:55 PM,Open,open,RPD Park Service Area 1 Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of COLUMBUS AVE and POWELL ST,3,North Beach,"(37.8008328832185, -122.410953886265)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b6ac2cdf8648dfdd12177d/report.jpg
5542239,02/06/2016 02:08:57 PM,,02/06/2016 02:10:18 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"2432 ANZA ST, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.778750981537, -122.474403133598)",Voice In,
5542177,02/06/2016 01:50:53 PM,,02/08/2016 10:01:54 AM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"400 ARLINGTON ST, SAN FRANCISCO, CA, 94131",8,Fairmount,"(37.735857181674, -122.428585424377)",Voice In,
5541452,02/06/2016 09:20:16 AM,,02/06/2016 09:20:18 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"151 LANSDALE AVE, SAN FRANCISCO, CA, 94127",7,Sherwood Forest,"(37.738236629525, -122.460466783497)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=5541452
5541335,02/06/2016 08:28:54 AM,,02/06/2016 08:30:20 AM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of 46TH AVE and PACHECO ST,4,Outer Sunset,"(37.7492347504378, -122.505148309588)",Twitter,http://pic.twitter.com/0Ih56vBEp9
5541135,02/06/2016 05:58:27 AM,,02/06/2016 05:58:27 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Not associated with a specific address,0,,,Web Self Service,
5541002,02/05/2016 10:11:55 PM,,02/05/2016 10:11:55 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"135 PARKER AVE, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,"(37.78308920853, -122.45465733516)",Web Self Service,
5540982,02/05/2016 09:49:58 PM,,02/05/2016 09:51:18 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"265 HAZELWOOD AVE, SAN FRANCISCO, CA, 94127",7,Westwood Highlands,"(37.732357945346, -122.45517463711)",Voice In,
5540795,02/05/2016 06:50:30 PM,,02/05/2016 06:50:30 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of 25TH AVE and CROSSOVER DR,1,Golden Gate Park,"(37.7725691389286, -122.484194342533)",Open311,
5540652,02/05/2016 05:47:57 PM,,02/05/2016 05:47:57 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"530 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.760349410987, -122.435147174448)",Open311,
5537848,02/05/2016 08:26:49 AM,,02/05/2016 08:26:49 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5537825,02/05/2016 08:19:36 AM,,02/05/2016 04:53:18 PM,Open,new,RPD GGP Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5537509,02/05/2016 12:27:24 AM,,02/05/2016 12:27:26 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Not associated with a specific address,0,,,Web Self Service,
5537454,02/04/2016 10:30:07 PM,,02/04/2016 10:30:08 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Not associated with a specific address,0,,,Web Self Service,
5537184,02/04/2016 07:35:54 PM,,02/05/2016 01:00:33 PM,Open,Open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"40 KATE ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,"(37.772531419095, -122.405870164053)",Voice In,
5537045,02/04/2016 06:32:34 PM,,02/04/2016 06:34:10 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of 33RD AVE and FULTON ST,1,Golden Gate Park,"(37.7721784978731, -122.492761352273)",Voice In,
5536917,02/04/2016 05:36:19 PM,,02/04/2016 05:41:01 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of WAWONA ST and 45TH AVE,4,Parkside,"(37.7362292369191, -122.503157150338)",Voice In,
5536108,02/04/2016 02:27:06 PM,,02/04/2016 02:29:29 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 9TH AVE and GEARY BLVD,1,Inner Richmond,"(37.7808795822352, -122.467487603363)",Voice In,
5532391,02/03/2016 02:11:01 PM,,02/03/2016 02:11:39 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of CALIFORNIA ST and FRANKLIN ST,2,Pacific Heights,"(37.7901603850089, -122.423975106087)",Voice In,
5530813,02/03/2016 09:15:56 AM,,02/03/2016 09:17:51 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 2ND ST and NATOMA ST,6,South of Market,"(37.7872034295089, -122.398789611247)",Voice In,
5530270,02/03/2016 06:16:32 AM,,02/03/2016 03:38:04 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"333 BUSH ST, SAN FRANCISCO, CA, 94104",3,Downtown / Union Square,"(37.790741132045, -122.403166612459)",Voice In,
5530243,02/03/2016 05:50:38 AM,,02/03/2016 05:50:38 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Metal Pole,"410 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Sunnyside,"(37.731992464389, -122.448726202269)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b20584df8648dfdd11a119/report.jpg
5530189,02/03/2016 01:50:33 AM,,02/03/2016 01:52:44 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of GEARY BLVD and MASONIC AVE,2,Lone Mountain,"(37.7823915122949, -122.447301613877)",Voice In,
5530171,02/03/2016 01:23:57 AM,,02/03/2016 01:28:53 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 29TH ST and NOE ST,8,Noe Valley,"(37.7434307527888, -122.431100452439)",Voice In,
5529898,02/02/2016 07:53:31 PM,,02/08/2016 03:00:00 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of DELANCEY ST and FEDERAL ST,6,South Beach,"(37.7844104199474, -122.390856658674)",Open311,
5529806,02/02/2016 06:55:54 PM,,02/03/2016 08:51:40 AM,Open,new,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2562 36TH AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.739222799701, -122.493534755788)",Web Self Service,
5529001,02/02/2016 03:07:32 PM,,02/02/2016 03:09:13 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"698 CONNECTICUT ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.757542963714, -122.397172507052)",Voice In,
5527498,02/02/2016 10:02:57 AM,,02/02/2016 10:02:57 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"1400 STURGEON ST, SAN FRANCISCO, CA, 94130",6,Treasure Island,"(37.826500805258, -122.376864878184)",Web Self Service,
5527312,02/02/2016 09:38:08 AM,,02/02/2016 09:38:08 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"1401 STURGEON ST, SAN FRANCISCO, CA, 94130",6,Treasure Island,"(37.826645912252, -122.376963311034)",Web Self Service,
5526419,02/01/2016 08:47:42 PM,,02/02/2016 11:38:00 AM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1242 KEARNY ST, SAN FRANCISCO, CA, 94133",3,Telegraph Hill,"(37.799547938901, -122.405541199131)",Web Self Service,
5526386,02/01/2016 08:33:09 PM,,02/03/2016 04:02:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5526355,02/01/2016 08:15:18 PM,,02/01/2016 09:02:46 PM,Open,Open,RPD Park Service Area 3 Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"Kelloch and Velasco Mini Park, , SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.708542497, -122.4131489)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b02d4adf8648dfdd118361/report.jpg
5526158,02/01/2016 07:02:53 PM,,02/01/2016 07:02:53 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"480 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.761115914963, -122.435218495051)",Open311,
5526117,02/01/2016 06:41:25 PM,,02/04/2016 09:32:25 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of HARDING RD and SKYLINE BLVD,7,Lakeshore,"(37.7266451502475, -122.502501796861)",Open311,
5526100,02/01/2016 06:32:04 PM,,02/01/2016 06:32:04 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5525126,02/01/2016 02:48:14 PM,,02/02/2016 01:18:02 PM,Open,Open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2800 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.712801728353, -122.452250000412)",Voice In,
5524150,02/01/2016 12:09:35 PM,,02/01/2016 12:10:46 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2270 9TH AVE, SAN FRANCISCO, CA, 94116",7,Forest Hill,"(37.74725525033, -122.466406095853)",Voice In,
5523019,02/01/2016 09:12:40 AM,,02/09/2016 10:12:09 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of ESMERALDA AVE and PROSPECT AVE,9,Bernal Heights,"(37.7436807513687, -122.418553769284)",Voice In,
5522343,02/01/2016 05:16:00 AM,,02/01/2016 05:16:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1004 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",1,Sutro Heights,"(37.779214003544, -122.513808743056)",Open311,
5522342,02/01/2016 05:15:54 AM,,02/01/2016 05:15:55 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1004 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",1,Sutro Heights,"(37.779214003544, -122.513808743056)",Open311,
5522159,01/31/2016 09:51:37 PM,,01/31/2016 09:53:03 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"3000 3RD ST, SAN FRANCISCO, CA, 94107",10,Central Waterfront,"(37.750956642212, -122.387799310594)",Voice In,
5521952,01/31/2016 07:48:57 PM,,01/31/2016 07:49:00 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of TAYLOR ST and WATER ST,3,North Beach,"(37.8042052588203, -122.415000564088)",Web Self Service,
5521815,01/31/2016 06:17:29 PM,,01/31/2016 06:17:29 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and CLEMENTINA ST,6,South of Market,"(37.7877175093053, -122.395007836409)",Open311,
5519898,01/30/2016 08:27:13 PM,,02/04/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of BAY ST and BRODERICK ST,2,Marina,"(37.8016259511875, -122.444892522341)",Voice In,
